article_id,detail_desc,hn_article_id,hn_detail_desc,category_name,positive_cat_value,hnegative_cat_value,enhanced_query
703207003,"Thong briefs in microfibre with a wide lace trim at the top. Low waist, lined gusset, narrow sides and a string back.",583539003.0,"Mesh dress with a glitter print, wide shoulder straps and a decorative wrapover at the top. Press-studs and a detachable bow at the back, a seam at the top and a pleated skirt with a double lining for extra width. Lined.",department_name,Casual Lingerie,Kids Girl Dresses,"Thong briefs in microfibre with a wide lace trim at the top. Low waist, lined gusset, narrow sides and a string back.. It has to be Casual Lingerie and not Kids Girl Dresses."
703296006,"Padded jacket in woven fabric with a fleece-lined stand-up collar and zip down the front. Zipped side pockets, one inner pocket with a hook and loop fastener and elastication on the inside of the cuffs and hem. Polyester filling. Lined.",696390002.0,"Jumper in a soft, fine knit containing some wool with long raglan sleeves and ribbing around the neckline, cuffs and hem.",department_name,Jacket Casual,Knitwear,"Padded jacket in woven fabric with a fleece-lined stand-up collar and zip down the front. Zipped side pockets, one inner pocket with a hook and loop fastener and elastication on the inside of the cuffs and hem. Polyester filling. Lined.. It has to be Jacket Casual and not Knitwear."
703367004,Baby Exclusive. Shorts in a soft organic cotton weave with an elasticated drawstring waist and sewn-in turn-ups at the hems.,667378001.0,Fitted calf-length skirt in a rib knit with an elasticated waist.,department_name,Baby Exclusive,Knitwear Basic,Baby Exclusive. Shorts in a soft organic cotton weave with an elasticated drawstring waist and sewn-in turn-ups at the hems.. It has to be Baby Exclusive and not Knitwear Basic.
703535002,"Straight-style shirt in a linen weave with a turn-down collar, French front, open chest pocket and gently tapered waist. Yoke at the back, short sleeves and a rounded hem.",,,department_name,Woven,Campaigns,
703540007,"Cigarette trousers in soft viscose jersey with an elasticated waist, side pockets and tapered legs.",721944002.0,Sandals in imitation patent leather with a decorative flower appliqué on the front and an ankle strap with a hook and loop fastening. Imitation leather insoles and thermoplastic rubber (TPR) soles.,department_name,Young Girl Jersey Fancy,Kids Girl Shoes,"Cigarette trousers in soft viscose jersey with an elasticated waist, side pockets and tapered legs.. It has to be Young Girl Jersey Fancy and not Kids Girl Shoes."
703766004,Mules with pointed toes and a decorative knot detail at the front. Imitation leather insoles and thermoplastic rubber (TPR) soles.,770021003.0,"Short, sleeveless dress in sturdy, textured jersey with a lace band at the waist, concealed zip at the back and flared skirt with lace bands at the hem.",department_name,Flats,Jersey,Mules with pointed toes and a decorative knot detail at the front. Imitation leather insoles and thermoplastic rubber (TPR) soles.. It has to be Flats and not Jersey.
704048006,"Top in sturdy sweatshirt fabric with a motif on the front and ribbing around the neckline, cuffs and hem. Soft brushed inside.",752869001.0,"Gloves in a soft, fine knit with ribbed cuffs. The tops of the thumb and index finger are in touchscreen-compatible material.",department_name,Jersey,Knit & Woven,"Top in sturdy sweatshirt fabric with a motif on the front and ribbing around the neckline, cuffs and hem. Soft brushed inside.. It has to be Jersey and not Knit & Woven."
704119001,"Loose-fitting sports vest top in fast-drying functional fabric with deep armholes, short slits in the sides and a small print on the back. Slightly longer at the back.",721100001.0,"NATHALIE LÉTÉ x H&M. Long-sleeved top in lightweight, printed cotton sweatshirt fabric with ribbing around the neckline, cuffs and hem.",department_name,Ladies Sport Bras,Kids Boy Jersey Fancy,"Loose-fitting sports vest top in fast-drying functional fabric with deep armholes, short slits in the sides and a small print on the back. Slightly longer at the back.. It has to be Ladies Sport Bras and not Kids Boy Jersey Fancy."
704119004,"Loose-fitting sports vest top in fast-drying functional fabric with deep armholes, short slits in the sides and a small print on the back. Slightly longer at the back.",586648001.0,"Blouse in airy plumeti chiffon with a stand-up collar with ties at the front, a V-neck and gathers on the shoulders. Long sleeves with smocked cuffs and a gathered yoke at the back. Lined at the front.",department_name,Ladies Sport Bras,Woven Tops,"Loose-fitting sports vest top in fast-drying functional fabric with deep armholes, short slits in the sides and a small print on the back. Slightly longer at the back.. It has to be Ladies Sport Bras and not Woven Tops."
704126009,"5-pocket, ankle-length trousers in soft, stretch twill with worn details, a regular waist, zip fly and button, and slim legs.",746303004.0,"Jacket in soft sweatshirt fabric made from a cotton blend. Jersey-lined hood with a decorative drawstring, zip down the front with a chin guard, a kangaroo pocket and ribbing around the hood, cuffs and hem. Soft brushed inside.",department_name,Trouser,Kids Boy Jersey Fancy,"5-pocket, ankle-length trousers in soft, stretch twill with worn details, a regular waist, zip fly and button, and slim legs.. It has to be Trouser and not Kids Boy Jersey Fancy."
704150007,"Long-sleeved top in sweatshirt fabric with a motif on the front and ribbing around the neckline, cuffs and hem.",558524006.0,"Slightly shorter jersey top with a print motif, gently dropped shoulders and long sleeves.",department_name,Kids Boy Jersey Fancy,Tops Fancy Jersey,"Long-sleeved top in sweatshirt fabric with a motif on the front and ribbing around the neckline, cuffs and hem.. It has to be Kids Boy Jersey Fancy and not Tops Fancy Jersey."
704260003,"Yoga top in fast-drying functional fabric with mesh sections and a drawstring at the back, dropped shoulders and long sleeves.",589771003.0,Fitted jacket in woven fabric with notch lapels and one button at the front. Lined.,department_name,Ladies Sport Bras,Suit,"Yoga top in fast-drying functional fabric with mesh sections and a drawstring at the back, dropped shoulders and long sleeves.. It has to be Ladies Sport Bras and not Suit."
704758020,Football shirt in fast-drying functional fabric with a print motif front and back. Short raglan sleeves ending in a double layer in a contrasting colour.,469649004.0,"Sleeveless knee-length dress in woven fabric with a V-neck and concealed fasteners at the front. Flap chest pockets, side pockets, seam at the waist with a drawstring and rounded hem with slits in the sides.",department_name,Kids Dress-up/Football,Dress,Football shirt in fast-drying functional fabric with a print motif front and back. Short raglan sleeves ending in a double layer in a contrasting colour.. It has to be Kids Dress-up/Football and not Dress.
704805002,Leg warmers in a soft rib knit containing glittery threads with roll edges.,566850001.0,"Calf-length dress in a softly draping weave with a draped front with a sewn-in wrapover and decorative covered button. Low dropped shoulders and long, wide sleeves that can be made slimmer with the help of a button at the cuffs. Detachable, soft belt in grosgrain with plastic D-rings. Unlined.",department_name,Kids Dress-up/Football,Take Care External,Leg warmers in a soft rib knit containing glittery threads with roll edges.. It has to be Kids Dress-up/Football and not Take Care External.
704913001,"5-pocket shorts in a stretch cotton weave with a regular waist, zip fly and button, and slim legs. Slim fit.",,,department_name,EQ H&M Man,Denim shorts,
704975001,"Polo-neck jumper in a soft knit with long puff sleeves and ribbed, lace-trimmed frilled cuffs.",680318004.0,Running shorts in fast-drying functional fabric with an elasticated drawstring waist and mesh key pocket in the waistband. Layered over a pair of short running tights. The shorts are made partly from recycled polyester.,department_name,Asia Assortment,Ladies Sport Woven,"Polo-neck jumper in a soft knit with long puff sleeves and ribbed, lace-trimmed frilled cuffs.. It has to be Asia Assortment and not Ladies Sport Woven."
704986002,"Running top in fast-drying functional fabric with reflective details. Lined hood with a collar, long raglan sleeves, cuffs with thumbholes, a zipped chest pocket, and a zip in the sides with slits in ventilating mesh. Slightly longer at the back.",676503007.0,T-shirt in soft cotton jersey with a print motif on the front.,department_name,Men Sport Bottoms,Young Boy Jersey Fancy,"Running top in fast-drying functional fabric with reflective details. Lined hood with a collar, long raglan sleeves, cuffs with thumbholes, a zipped chest pocket, and a zip in the sides with slits in ventilating mesh. Slightly longer at the back.. It has to be Men Sport Bottoms and not Young Boy Jersey Fancy."
705115011,Thin metal rings in various sizes that can be worn on both the upper and lower part of the finger.,678321009.0,Vest top in soft jersey made from an organic cotton blend.,department_name,Jewellery Extended,Young Girl Jersey Basic,Thin metal rings in various sizes that can be worn on both the upper and lower part of the finger.. It has to be Jewellery Extended and not Young Girl Jersey Basic.
705258008,"Gently fitted jacket in a textured weave with a concealed hook-and-eye fastening at the front, welt front pockets and sleeves with gathered seams. Lined.",659387006.0,"Jumper in soft, fine-knit cotton with a ribbed collar, buttons at the top and ribbing at the cuffs and hem.",department_name,Suit,Kids Boy Knitwear,"Gently fitted jacket in a textured weave with a concealed hook-and-eye fastening at the front, welt front pockets and sleeves with gathered seams. Lined.. It has to be Suit and not Kids Boy Knitwear."
705317002,"Padded jacket in woven fabric with a small stand-up collar and detachable, lined hood with a concealed hook and loop fastening. Zip down the front, deep side pockets and elasticated cuffs. Lined. Polyester filling.",,,department_name,Young Boy Outdoor,Kids Girl Denim,
705467003,Leg warmers in a soft rib knit with roll edges.,608069037.0,Hipster briefs in cotton jersey with a lined gusset.,department_name,Kids Dress-up/Football,Young Girl UW/NW,Leg warmers in a soft rib knit with roll edges.. It has to be Kids Dress-up/Football and not Young Girl UW/NW.
705481001,Waspie in lace and mesh with support panels at the front and a hook-and-eye fastening at the back.,726056002.0,"Dress in a patterned modal weave with a slightly wider neckline, opening and button at the back of the neck, short puff sleeves and a seam at the hips. Frill trim around the neckline, sleeves and hem.",department_name,Expressive Lingerie,Kids Girl Dresses,Waspie in lace and mesh with support panels at the front and a hook-and-eye fastening at the back.. It has to be Expressive Lingerie and not Kids Girl Dresses.
